Arizona Diamondbacks,"Castillo, JoseJose Castillo",5,0,0,0,0,0,0,0,0,0,0,.000,.000,.000
Arizona Diamondbacks,"DeSclafani, AnthonyAnthony DeSclafani",0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000
Arizona Diamondbacks,"Diaz, YilberYilber Diaz",0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000
Arizona Diamondbacks,"Feyereisen, J.P.J.P. Feyereisen",2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000
Arizona Diamondbacks,"Gallen, ZacZac Gallen",0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000
Arizona Diamondbacks,"Garcia, AramisAramis Garcia",1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000
Arizona Diamondbacks,"Ginkel, KevinKevin Ginkel",0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000
Arizona Diamondbacks,"Graveman, KendallKendall Graveman",0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000
Arizona Diamondbacks,"Grichuk, RandalRandal Grichuk",47,104,15,26,9,1,3,13,9,1,24,.250,.304,.442
Arizona Diamondbacks,"Gurriel Jr., LourdesLourdes Gurriel Jr.",70,271,25,71,14,1,10,40,17,0,44,.262,.307,.432
Arizona Diamondbacks,"Hampson, GarrettGarrett Hampson",18,30,10,5,0,0,0,0,9,0,10,.167,.359,.167
Arizona Diamondbacks,"Henry, TommyTommy Henry",0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000
Arizona Diamondbacks,"Herrera, JoseJose Herrera",31,88,10,16,4,0,1,6,15,0,28,.182,.301,.261
Arizona Diamondbacks,"Jameson, DreyDrey Jameson",1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000
Arizona Diamondbacks,"Jarvis, BryceBryce Jarvis",0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000
Arizona Diamondbacks,"Kelly, MerrillMerrill Kelly",0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000
Arizona Diamondbacks,"Lawlar, JordanJordan Lawlar",8,19,1,0,0,0,0,0,3,0,9,.000,.136,.000
Arizona Diamondbacks,"Mantiply, JoeJoe Mantiply",1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000
Arizona Diamondbacks,"Marte, KetelKetel Marte",49,179,41,53,9,0,13,29,30,4,29,.296,.408,.564
Arizona Diamondbacks,"Martinez, JustinJustin Martinez",2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000
Arizona Diamondbacks,"McCarthy, JakeJake McCarthy",14,41,2,3,1,0,0,3,4,0,6,.073,.170,.098
Arizona Diamondbacks,"McGough, ScottScott McGough",0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000
Arizona Diamondbacks,"Mena, CristianCristian Mena",0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000
Arizona Diamondbacks,"Miller, ShelbyShelby Miller",1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000
